year,ISSUE_DATE,PERMIT_SUBTYPE_NAME,DESC_OF_WORK,FULL_ADDRESS,street,zip,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
2023,"2023/09/13 04:00:00+00","SOLAR SYSTEM","INSTALL 15 ROOF MOUNTED SOLAR PANELS AT 6.15 KW","1143 MORSE ST NE, WASHINGTON, DC 20002","1143 MORSE ST NE",20002,38.904079,-76.991056,1,rooftop,"1143 Morse St NE",,"Washington, DC 20002",1143,"Morse St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2023,"2023/08/31 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 9.8 kW    System DC Size @ STC:  11.47 kW
(31) SERAPHIM SOLAR SEG-370-BMB-HV SOLAR MODULES
(1) SOLAREDGE SE3800H-US (240V) & (1) SOLAREDGE SE6000H-US (240V) INVERTERS","2705 11TH ST NW, WASHINGTON, DC 20001","2705 11TH ST NW",20001,38.925006,-77.026773,1,rooftop,"2705 11th St NW",,"Washington, DC 20001",2705,"11th St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2023,"2023/05/30 04:00:00+00","SOLAR SYSTEM","roof top solar installation 28 365w panels","1619 4TH ST NW, WASHINGTON, DC 20001","1619 4TH ST NW",20001,38.911743,-77.015962,1,rooftop,"1619 4th St NW",,"Washington, DC 20001",1619,"4th St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2023,"2023/05/30 04:00:00+00","SOLAR SYSTEM","Installation of 5.92 kW roof mounted solar system with (16) PHONO SOLAR PS370M4H-20/UHB modules and (16) ENPHASE IQ8PLUS-72-2-US microinverter. #SWDC23","26 SHERMAN CIR NW, WASHINGTON, DC 20011","26 SHERMAN CIR NW",20011,38.947913,-77.022557,1,rooftop,"26 Sherman Cir NW",,"Washington, DC 20011",26,"Sherman Cir NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2023,"2023/05/30 04:00:00+00","SOLAR SYSTEM","roof top solar installation 16 410w panels","5206 JAY ST NE, WASHINGTON, DC 20019","5206 JAY ST NE",20019,38.901948,-76.925002,1,rooftop,"5206 Jay St NE",,"Washington, DC 20019",5206,"Jay St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2023,"2023/09/08 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 3.800 kW SYSTEM DC SIZE @ STC: 5.265 kW
(13) ZNSHINE SOLAR ZXM7-SHLDD108 405
(1) SOLAR EDGE SE3800H-US (240V)","235 34TH ST NE, WASHINGTON, DC 20019","235 34TH ST NE",20019,38.893111,-76.957246,1,rooftop,"235 34th St NE",,"Washington, DC 20019",235,"34th St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2023,"2023/10/25 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 5.0 kW System DC Size @ STC: 6.480 kW
(16) ZNSHINE SOLAR ZXM7-SHLDD108-405/M SOLAR MODULES
(1) SOLAREDGE SE5000H-US (240V) INVERTER","611 TUCKERMAN ST NW, WASHINGTON, DC 20011","611 TUCKERMAN ST NW",20011,38.96748,-77.021703,1,rooftop,"611 Tuckerman St NW",,"Washington, DC 20011",611,"Tuckerman St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2023,"2023/10/25 04:00:00+00","SOLAR SYSTEM","To install 7.565kW size of solar panels with a system height of 1.1 feet on roof of building.","1250 16TH ST NE, WASHINGTON, DC 20002","1250 16TH ST NE",20002,38.906922,-76.980265,1,rooftop,"1250 16th St NE",,"Washington, DC 20002",1250,"16th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2023,"2023/10/25 04:00:00+00","SOLAR SYSTEM","Rooftop solar installation using a pre-engineered racking system. Total DC system size is 97.20kW utilizing Trina Solar TSM-405DEG15MC.20(II)s.","1300 19TH ST NW, WASHINGTON, DC 20036","1300 19TH ST NW",20036,38.907467,-77.043979,1,rooftop,"1300 19th St NW",,"Washington, DC 20036",1300,"19th St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2023,"2023/10/25 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 7.68 KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","1357 BARNABY TER SE, WASHINGTON, DC 20032","1357 BARNABY TER SE",20032,38.834262,-76.988628,1,rooftop,"1357 Barnaby Ter SE",,"Washington, DC 20032",1357,"Barnaby Ter SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2023,"2023/10/25 04:00:00+00","SOLAR SYSTEM","To install 6.8kW size of solar panels on roof of building.","2105 32ND PL SE, WASHINGTON, DC 20020","2105 32ND PL SE",20020,38.864453,-76.960717,1,rooftop,"2105 32nd Pl SE",,"Washington, DC 20020",2105,"32nd Pl SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2023,"2023/10/25 04:00:00+00","SOLAR SYSTEM","To install 8.9kW size of solar panels with a system height of 1.1 feet on roof of building.","764 13TH ST SE, WASHINGTON, DC 20003","764 13TH ST SE",20003,38.879681,-76.988077,1,rooftop,"764 13th St SE",,"Washington, DC 20003",764,"13th St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
2023,"2023/10/25 04:00:00+00","SOLAR SYSTEM","To install 10.235kW size of solar panels on roof of building.","1448 WHITTIER PL NW, WASHINGTON, DC 20012","1448 WHITTIER PL NW",20012,38.971322,-77.035615,1,rooftop,"1448 Whittier Pl NW",,"Washington, DC 20012",1448,"Whittier Pl NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
2023,"2023/10/25 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A  6.72KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","5073 10TH ST NE, WASHINGTON, DC 20017","5073 10TH ST NE",20017,38.952054,-76.992552,1,rooftop,"5073 10th St NE",,"Washington, DC 20017",5073,"10th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2023,"2023/10/25 04:00:00+00","SOLAR SYSTEM","To install 6.675kW size of solar panels with a system height of 1.1 feet on roof of building.","510 G ST SE, WASHINGTON, DC 20003","510 G ST SE",20003,38.881489,-76.999019,1,rooftop,"510 G St SE",,"Washington, DC 20003",510,"G St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 3.8 kW System DC Size @ STC:  4.80 kW
(12) CANADIAN SOLAR CS6R-400MS-HL SOLAR MODULES
(1) SOLAREDGE SE3800H-US (240V) INVERTER","4373 F ST SE, WASHINGTON, DC 20019","4373 F ST SE",20019,38.881582,-76.941022,1,rooftop,"4373 F St SE",,"Washington, DC 20019",4373,"F St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","Revised project for original solar permit SOL2301976. Original Installation of 5.85 kW roof mounted solar system with (15) Trina Solar TSM-390DE09C.07 (390W) MODULES and (15) ENPHASE IQ8PLUS-72-2-US [240V] MICRO-INVERTERS. 
New design is 5.46 kW roof mounted solar system with (14) Trina Solar TSM-390DE09C.07 (390W) MODULES and (14) ENPHASE IQ8PLUS-72-2-US [240V] Micro-inverters.#SWDC23","5110 SHERIFF RD NE, WASHINGTON, DC 20019","5110 SHERIFF RD NE",20019,38.903854,-76.925756,1,rooftop,"5110 Sheriff Rd NE",,"Washington, DC 20019",5110,"Sheriff Rd NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","roof top solar installation 22 410w panels","2002 TRENTON PL SE, WASHINGTON, DC 20020","2002 TRENTON PL SE",20020,38.845491,-76.975209,1,rooftop,"2002 Trenton Pl SE",,"Washington, DC 20020",2002,"Trenton Pl SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 10.000 kW SYSTEM DC SIZE @ STC: 14.800 kW
(37) CANADIAN SOLAR CS6R-400MS-HL
(1) SOLAR EDGE SE11400H-US (10.000 KW @208V)","4623 MINNESOTA AVE NE, WASHINGTON, DC 20019","4623 MINNESOTA AVE NE",20019,38.906478,-76.93568,1,rooftop,"4623 Minnesota Ave NE",,"Washington, DC 20019",4623,"Minnesota Ave NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 3.8 kW  System DC Size @ STC: 4.40 kW
(11) CANADIAN SOLAR INC. CS6R-400MS-HL SOLAR MODULES
(1) SOLAREDGE SE3800H-US (240V) INVERTER","1638 40TH ST SE, WASHINGTON, DC 20020","1638 40TH ST SE",20020,38.866641,-76.946545,1,rooftop,"1638 40th St SE",,"Washington, DC 20020",1638,"40th St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","roof top solar installation 16 410w panels","95 DARRINGTON ST SW, WASHINGTON, DC 20032","95 DARRINGTON ST SW",20032,38.827197,-77.009945,1,rooftop,"95 Darrington St SW",,"Washington, DC 20032",95,"Darrington St SW",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 3.8 kW System DC Size @ STC: 5.20 kW
(13) CANADIAN SOLAR CS6R-400MS-HL SOLAR MODULES
(1) SOLAREDGE SE3800H-US (240V) INVERTER","4004 2ND ST SW, WASHINGTON, DC 20032","4004 2ND ST SW",20032,38.831672,-77.012007,1,rooftop,"4004 2nd St SW",,"Washington, DC 20032",4004,"2nd St SW",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 7.600 kW SYSTEM DC SIZE @ STC: 9.600 KW
(24) CANADIAN SOLAR CS6R-400MS-HL
(1) SOLAR EDGE SE7600H-US (240V)","1348 FRANKLIN ST NE, WASHINGTON, DC 20017","1348 FRANKLIN ST NE",20017,38.925884,-76.986559,1,rooftop,"1348 Franklin St NE",,"Washington, DC 20017",1348,"Franklin St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","Foof mounted PV solar system install of 9.1kW DC","1006 FLORIDA AVE NE, WASHINGTON, DC 20002","1006 FLORIDA AVE NE",20002,38.904016,-76.992494,1,rooftop,"1006 Florida Ave NE",,"Washington, DC 20002",1006,"Florida Ave NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 3.8 kW System DC Size @ STC: 5.20 kW
(13) CANADIAN SOLAR INC. CS6R-400MS-HL SOLAR MODULES
(1) SOLAREDGE SE3800H-US (240V) INVERTER","433 LEBAUM ST SE, WASHINGTON, DC 20032","433 LEBAUM ST SE",20032,38.848349,-77.000607,1,rooftop,"433 Lebaum St SE",,"Washington, DC 20032",433,"Lebaum St SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 10.0 kW System DC Size @ STC: 14.00 kW
(35) CANADIAN SOLAR INC. CS6R-400MS-HL SOLAR MODULES
(1) SOLAREDGE SE10000H-US (240V) INVERTER","1539 ROXANNA RD NW, WASHINGTON, DC 20012","1539 ROXANNA RD NW",20012,38.990136,-77.035487,1,rooftop,"1539 Roxanna Rd NW",,"Washington, DC 20012",1539,"Roxanna Rd NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","1710 LANIER PL NW, WASHINGTON, DC 20009","1710 LANIER PL NW",20009,38.925587,-77.039955,1,rooftop,"1710 Lanier Pl NW",,"Washington, DC 20009",1710,"Lanier Pl NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
2023,"2023/10/17 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 5.0 kW  System DC Size @ STC: 6.00 kW
(15) CANADIAN SOLAR INC. CS6R-400MS-HL SOLAR MODULES
(1) SOLAREDGE SE5000H-US (240V) INVERTER","5327 AMES ST NE, WASHINGTON, DC 20019","5327 AMES ST NE",20019,38.890603,-76.924895,1,rooftop,"5327 Ames St NE",,"Washington, DC 20019",5327,"Ames St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2023,"2023/09/08 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A  10.56 KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","2436 L'ENFANT SQ SE, WASHINGTON, DC 20020","2436 L'ENFANT SQ SE",20020,38.874107,-76.969952,1,rooftop,"2436 L'enfant Sq SE",,"Washington, DC 20020",2436,"L'enfant Sq SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2023,"2023/09/08 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A  6.24 KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","615 ROXBORO PL NW, WASHINGTON, DC 20011","615 ROXBORO PL NW",20011,38.96567,-77.021855,1,rooftop,"615 Roxboro Pl NW",,"Washington, DC 20011",615,"Roxboro Pl NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2023,"2023/09/08 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 7.600 kW SYSTEM DC SIZE @ STC: 8.910 kW
(22) ZNSHINE SOLAR ZXM7-SHLDD108 405
(1) SOLAR EDGE SE7600H-US (240V)","231 CHANNING ST NE, WASHINGTON, DC 20002","231 CHANNING ST NE",20002,38.922175,-77.002287,1,rooftop,"231 Channing St NE",,"Washington, DC 20002",231,"Channing St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2023,"2023/09/07 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A  6.24KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","4043 ELY PL SE, WASHINGTON, DC 20019","4043 ELY PL SE",20019,38.883551,-76.945639,1,rooftop,"4043 Ely Pl SE",,"Washington, DC 20019",4043,"Ely Pl SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2023,"2023/09/07 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A  6.72 KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","1615 FORT DUPONT ST SE, WASHINGTON, DC 20020","1615 FORT DUPONT ST SE",20020,38.866763,-76.94609,1,rooftop,"1615 Ft Dupont St SE",,"Washington, DC 20020",1615,"Ft Dupont St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2023,"2023/09/08 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A  5.76 KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","3331 DIX ST NE, WASHINGTON, DC 20019","3331 DIX ST NE",20019,38.89461,-76.958481,1,rooftop,"3331 Dix St NE",,"Washington, DC 20019",3331,"Dix St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2023,"2023/09/07 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A  7.76 KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","5330 AMES ST NE, WASHINGTON, DC 20019","5330 AMES ST NE",20019,38.890988,-76.924684,1,rooftop,"5330 Ames St NE",,"Washington, DC 20019",5330,"Ames St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2023,"2023/09/07 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A  10.08 KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","3411 24TH ST NE, WASHINGTON, DC 20018","3411 24TH ST NE",20018,38.932588,-76.971901,1,rooftop,"3411 24th St NE",,"Washington, DC 20018",3411,"24th St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2023,"2023/09/07 04:00:00+00","SOLAR SYSTEM","roof top solar installation 32 410w panels","2706 24TH ST NE, WASHINGTON, DC 20018","2706 24TH ST NE",20018,38.924971,-76.972413,1,rooftop,"2706 24th St NE",,"Washington, DC 20018",2706,"24th St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2023,"2023/09/08 04:00:00+00","SOLAR SYSTEM","roof top solar installation 12 410w panels","510 L ST NE, WASHINGTON, DC 20002","510 L ST NE",20002,38.903934,-76.998964,1,rooftop,"510 L St NE",,"Washington, DC 20002",510,"L St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2023,"2023/09/07 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID  ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 7.6 kW  System DC Size @ STC:  8.51 kW
(21) ZNSHINE SOLAR ZXM7-SHLDD108-405/M SOLAR MODULES
(1) SOLAREDGE SE7600H-US (240V) INVERTER","4240 BLAGDEN AVE NW, WASHINGTON, DC 20011","4240 BLAGDEN AVE NW",20011,38.943794,-77.044801,1,rooftop,"4240 Blagden Ave NW",,"Washington, DC 20011",4240,"Blagden Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2023,"2023/11/14 05:00:00+00","SOLAR SYSTEM","Commission of Fine Arts jurisdiction area

To install 11.125kW size of solar panels with a system height of 1.3 feet on roof of building.","121 C ST SE, WASHINGTON, DC 20003","121 C ST SE",20003,38.885879,-77.004996,1,rooftop,"121 C St SE",,"Washington, DC 20003",121,"C St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
2023,"2023/11/14 05:00:00+00","SOLAR SYSTEM","To install 6.23kW size of solar panels with a system height of 1.1 feet on roof of building.","1425 RIDGE PL SE, WASHINGTON, DC 20020","1425 RIDGE PL SE",20020,38.868715,-76.984099,1,rooftop,"1425 Ridge Pl SE",,"Washington, DC 20020",1425,"Ridge Pl SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2023,"2023/11/14 05:00:00+00","SOLAR SYSTEM","To install 8.455kW size of solar panels on roof of building.","2851 HILLCREST DR SE, WASHINGTON, DC 20020","2851 HILLCREST DR SE",20020,38.864119,-76.966654,1,rooftop,"2851 Hillcrest Dr SE",,"Washington, DC 20020",2851,"Hillcrest Dr SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2023,"2023/11/14 05:00:00+00","SOLAR SYSTEM","Commission of Fine Arts jurisdiction area

To install 5.34kW size of solar panels with a system height of 1.1 feet on roof of building.","2040 PIERCE MILL RD NW, WASHINGTON, DC 20010","2040 PIERCE MILL RD NW",20010,38.934198,-77.046535,1,rooftop,"2040 Pierce Mill Rd NW",,"Washington, DC 20010",2040,"Pierce Mill Rd NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2023,"2023/11/14 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 5.0 kW  System DC Size @ STC: 6.00 kW
(15) CANADIAN SOLAR INC. CS6R 400MS-HL SOLAR MODULES
(1) SOLAREDGE SE5000H-US (240V) INVERTER","3024 OLIVER ST NW, WASHINGTON, DC 20015","3024 OLIVER ST NW",20015,38.967302,-77.05811,1,rooftop,"3024 Oliver St NW",,"Washington, DC 20015",3024,"Oliver St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
2023,"2023/11/14 05:00:00+00","SOLAR SYSTEM","Mount Pleasant Historic District

Solar panel install on roof.","1845 LAMONT ST NW, WASHINGTON, DC 20010","1845 LAMONT ST NW",20010,38.931691,-77.043111,1,rooftop,"1845 Lamont St NW",,"Washington, DC 20010",1845,"Lamont St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2023,"2023/11/14 05:00:00+00","SOLAR SYSTEM","To install 8.455 kW size of solar panels with a system height of 1.1 feet on roof of building.","18 UNDERWOOD PL NW, WASHINGTON, DC 20012","18 UNDERWOOD PL NW",20012,38.968915,-77.009766,1,rooftop,"18 Underwood Pl NW",,"Washington, DC 20012",18,"Underwood Pl NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
2023,"2023/09/07 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A  4.8 KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","832 H R DR SE, WASHINGTON, DC 20032","832 H R DR SE",20032,38.829964,-76.992021,1,rooftop,"832 Hr Dr SE",,"Washington, DC 20032",832,"Hr Dr SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
